NHBDKAOG_00003	K07334	toxin HigB-1  
NHBDKAOG_03849	K01689	enolase [EC:4.2.1.11]  
NHBDKAOG_03850	K03892	ArsR family transcriptional regulator,
NHBDKAOG_03851	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2] 
NHBDKAOG_03851	K02030	polar amino acid transport
NHBDKAOG_03852	K11071	spermidine/putrescine transport system permease
NHBDKAOG_03853	K11070	spermidine/putrescine transport system permease
NHBDKAOG_03856	K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8] 
NHBDKAOG_03857	K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] 
NHBDKAOG_03860	K02657	twitching motility two-component system
NHBDKAOG_03861	K02658	twitching motility two-component system
NHBDKAOG_03862	K02659	twitching motility protein PilI
NHBDKAOG_03863	K02660	twitching motility protein PilJ
NHBDKAOG_03863	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_03864	K06596	chemosensory pili system protein
NHBDKAOG_03864	K02487	type IV pili sensor
NHBDKAOG_03865	K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3] 
NHBDKAOG_03874	K21023	diguanylate cyclase [EC:2.7.7.65] 
NHBDKAOG_03876	K01698	porphobilinogen synthase [EC:4.2.1.24] 
NHBDKAOG_03877	K03978	GTP-binding protein  
NHBDKAOG_03881	K15634	probable phosphoglycerate mutase [EC:5.4.2.12]
NHBDKAOG_03882	K11942	isobutyryl-CoA mutase [EC:5.4.99.13] 
NHBDKAOG_03885	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_03885	K07216	hemerythrin   
NHBDKAOG_03891	K13012	O-antigen biosynthesis protein WbqP
NHBDKAOG_03892	K03086	RNA polymerase primary sigma
NHBDKAOG_03893	K02316	DNA primase [EC:2.7.7.101] 
NHBDKAOG_03898	K02042	phosphonate transport system permease
NHBDKAOG_03899	K02042	phosphonate transport system permease
NHBDKAOG_03900	K02041	phosphonate transport system ATP-binding
NHBDKAOG_03901	K02044	phosphonate transport system substrate-binding
NHBDKAOG_03902	K01008	selenide, water dikinase [EC:2.7.9.3]
NHBDKAOG_03904	K04758	ferrous iron transport protein
NHBDKAOG_03905	K04759	ferrous iron transport protein
NHBDKAOG_03907	K07267	porin   
NHBDKAOG_03908	K06202	CyaY protein  
NHBDKAOG_03909	K01586	diaminopimelate decarboxylase [EC:4.1.1.20] 
NHBDKAOG_03915	K08678	UDP-glucuronate decarboxylase [EC:4.1.1.35] 
NHBDKAOG_03916	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] 
NHBDKAOG_03917	K01854	UDP-galactopyranose mutase [EC:5.4.99.9] 
NHBDKAOG_03922	K09691	lipopolysaccharide transport system ATP-binding
NHBDKAOG_03925	K12452	CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]
NHBDKAOG_03926	K01709	CDP-glucose 4,6-dehydratase [EC:4.2.1.45] 
NHBDKAOG_03927	K00978	glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33] 
NHBDKAOG_03928	K02007	cobalt/nickel transport system permease
NHBDKAOG_03928	K02008	cobalt/nickel transport system permease
NHBDKAOG_03929	K02009	cobalt/nickel transport protein 
NHBDKAOG_03930	K02008	cobalt/nickel transport system permease
NHBDKAOG_03931	K02006	cobalt/nickel transport system ATP-binding
NHBDKAOG_03932	K05936	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]
NHBDKAOG_03934	K00612	carbamoyltransferase [EC:2.1.3.-]  
NHBDKAOG_03940	K02078	acyl carrier protein 
NHBDKAOG_03942	K02078	acyl carrier protein 
NHBDKAOG_03947	K03634	outer membrane lipoprotein carrier
NHBDKAOG_03952	K07487	transposase   
NHBDKAOG_03952	K07481	transposase, IS5 family 
NHBDKAOG_03956	K07246	tartrate dehydrogenase/decarboxylase / D-malate
NHBDKAOG_03957	K01561	haloacetate dehalogenase [EC:3.8.1.3] 
NHBDKAOG_03961	K07290	AsmA family protein 
NHBDKAOG_03970	K03427	type I restriction enzyme
NHBDKAOG_03971	K01154	type I restriction enzyme,
NHBDKAOG_03972	K01153	type I restriction enzyme,
NHBDKAOG_03973	K07043	uncharacterized protein  
NHBDKAOG_03977	K07274	MipA family protein 
NHBDKAOG_03978	K18240	chorismate lyase / 3-hydroxybenzoate
NHBDKAOG_03983	K03600	stringent starvation protein B
NHBDKAOG_03984	K03599	stringent starvation protein A
NHBDKAOG_03984	K00799	glutathione S-transferase [EC:2.5.1.18] 
NHBDKAOG_03985	K00413	ubiquinol-cytochrome c reductase cytochrome
NHBDKAOG_03986	K00412	ubiquinol-cytochrome c reductase cytochrome
NHBDKAOG_03987	K00411	ubiquinol-cytochrome c reductase iron-sulfur
NHBDKAOG_03988	K06187	recombination protein RecR 
NHBDKAOG_03989	K09747	uncharacterized protein  
NHBDKAOG_03990	K02343	DNA polymerase III subunit
NHBDKAOG_03992	K03154	sulfur carrier protein 
NHBDKAOG_03994	K03738	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5] 
NHBDKAOG_03999	K08300	ribonuclease E [EC:3.1.26.12] 
NHBDKAOG_04000	K06179	23S rRNA pseudouridine955/2504/2580 synthase
NHBDKAOG_04002	K04773	protease IV [EC:3.4.21.-] 
NHBDKAOG_04003	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
NHBDKAOG_04004	K06287	septum formation protein 
NHBDKAOG_04005	K07040	uncharacterized protein  
NHBDKAOG_04006	K02911	large subunit ribosomal protein
NHBDKAOG_04007	K03621	phosphate acyltransferase [EC:2.3.1.274] 
NHBDKAOG_04008	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
NHBDKAOG_04009	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39] 
NHBDKAOG_04010	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
NHBDKAOG_04011	K02078	acyl carrier protein 
NHBDKAOG_04012	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
NHBDKAOG_04013	K19168	toxin CptA  
NHBDKAOG_04014	K00278	L-aspartate oxidase [EC:1.4.3.16] 
NHBDKAOG_04015	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] 
NHBDKAOG_04019	K01507	inorganic pyrophosphatase [EC:3.6.1.1] 
NHBDKAOG_04022	K11209	GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]
NHBDKAOG_04022	K00799	glutathione S-transferase [EC:2.5.1.18] 
NHBDKAOG_04023	K05972	acetylxylan esterase [EC:3.1.1.72] 
NHBDKAOG_04023	K03932	polyhydroxybutyrate depolymerase  
NHBDKAOG_04024	K01652	acetolactate synthase I/II/III large
NHBDKAOG_04025	K01653	acetolactate synthase I/III small
NHBDKAOG_04030	K08307	membrane-bound lytic murein transglycosylase
NHBDKAOG_04036	K09947	uncharacterized protein  
NHBDKAOG_04037	K08304	membrane-bound lytic murein transglycosylase
NHBDKAOG_04038	K06923	uncharacterized protein  
NHBDKAOG_04039	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55] 
NHBDKAOG_04040	K01214	isoamylase [EC:3.2.1.68]  
NHBDKAOG_04041	K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
NHBDKAOG_04042	K00688	glycogen phosphorylase [EC:2.4.1.1] 
NHBDKAOG_04045	K04083	molecular chaperone Hsp33 
NHBDKAOG_04046	K03517	quinolinate synthase [EC:2.5.1.72] 
NHBDKAOG_04048	K01915	glutamine synthetase [EC:6.3.1.2] 
NHBDKAOG_04051	K13635	LysR family transcriptional regulator,
NHBDKAOG_04052	K02045	sulfate/thiosulfate transport system ATP-binding
NHBDKAOG_04052	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2] 
NHBDKAOG_04052	K02030	polar amino acid transport
NHBDKAOG_04053	K02047	sulfate/thiosulfate transport system permease
NHBDKAOG_04054	K02046	sulfate/thiosulfate transport system permease
NHBDKAOG_04055	K23163	sulfate/thiosulfate transport system substrate-binding
NHBDKAOG_04061	K06133	4'-phosphopantetheinyl transferase [EC:2.7.8.-] 
NHBDKAOG_04063	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39] 
NHBDKAOG_04065	K03549	KUP system potassium uptake
NHBDKAOG_04066	K03284	magnesium transporter  
NHBDKAOG_04067	K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13] 
NHBDKAOG_04068	K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98] 
NHBDKAOG_04069	K06182	23S rRNA pseudouridine2604 synthase
NHBDKAOG_04071	K22132	tRNA threonylcarbamoyladenosine dehydratase 
NHBDKAOG_04072	K13590	diguanylate cyclase [EC:2.7.7.65] 
NHBDKAOG_04074	K03190	urease accessory protein 
NHBDKAOG_04075	K01430	urease subunit gamma [EC:3.5.1.5]
NHBDKAOG_04076	K01429	urease subunit beta [EC:3.5.1.5]
NHBDKAOG_04077	K01428	urease subunit alpha [EC:3.5.1.5]
NHBDKAOG_04078	K00882	1-phosphofructokinase [EC:2.7.1.56]  
NHBDKAOG_04102	K01159	crossover junction endodeoxyribonuclease RuvC
NHBDKAOG_04103	K06919	putative DNA primase/helicase 
NHBDKAOG_04107	K19789	DNA repair protein RadD
NHBDKAOG_04119	K06400	site-specific DNA recombinase 
NHBDKAOG_04123	K20532	type IV secretion system
NHBDKAOG_04124	K20267	type IV secretion system
NHBDKAOG_04125	K20533	type IV secretion system
NHBDKAOG_04126	K20266	type IV secretion system
NHBDKAOG_04128	K07344	type IV secretion system
NHBDKAOG_04142	K07787	Cu(I)/Ag(I) efflux system membrane
NHBDKAOG_04143	K07798	membrane fusion protein, Cu(I)/Ag(I)
NHBDKAOG_04143	K15727	membrane fusion protein, cobalt-zinc-cadmium
NHBDKAOG_04144	K15725	outer membrane protein, cobalt-zinc-cadmium
NHBDKAOG_04145	K07665	two-component system, OmpR family,
NHBDKAOG_04146	K07644	two-component system, OmpR family,
NHBDKAOG_04154	K03688	ubiquinone biosynthesis protein 
NHBDKAOG_04162	K03530	DNA-binding protein HU-beta 
NHBDKAOG_04163	K03701	excinuclease ABC subunit A
NHBDKAOG_04165	K03111	single-strand DNA-binding protein 
NHBDKAOG_04166	K01265	methionyl aminopeptidase [EC:3.4.11.18] 
NHBDKAOG_04167	K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59] 
NHBDKAOG_04172	K14441	ribosomal protein S12 methylthiotransferase
NHBDKAOG_04173	K01613	phosphatidylserine decarboxylase [EC:4.1.1.65] 
NHBDKAOG_04177	K01993	HlyD family secretion protein
NHBDKAOG_04178	K01990	ABC-2 type transport system
NHBDKAOG_04179	K01992	ABC-2 type transport system
NHBDKAOG_04182	K07497	putative transposase  
NHBDKAOG_04186	K03498	trk system potassium uptake
NHBDKAOG_04187	K11960	urea transport system permease
NHBDKAOG_04187	K01997	branched-chain amino acid transport
NHBDKAOG_04188	K11961	urea transport system permease
NHBDKAOG_04189	K11962	urea transport system ATP-binding
NHBDKAOG_04189	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2] 
NHBDKAOG_04190	K11963	urea transport system ATP-binding
NHBDKAOG_04190	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2] 
NHBDKAOG_04191	K03321	sulfate permease, SulP family
NHBDKAOG_04195	K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
NHBDKAOG_04196	K04066	primosomal protein N' (replication
NHBDKAOG_04197	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37] 
NHBDKAOG_04198	K03498	trk system potassium uptake
NHBDKAOG_04199	K03499	trk system potassium uptake
NHBDKAOG_04201	K13598	two-component system, NtrC family,
NHBDKAOG_04203	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
NHBDKAOG_04204	K13283	ferrous-iron efflux pump FieF
NHBDKAOG_04206	K03799	heat shock protein HtpX
NHBDKAOG_04207	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9] 
NHBDKAOG_04208	K01462	peptide deformylase [EC:3.5.1.88] 
NHBDKAOG_04210	K04096	DNA processing protein 
NHBDKAOG_04211	K03169	DNA topoisomerase III [EC:5.6.2.1]
NHBDKAOG_04212	K04761	LysR family transcriptional regulator,
NHBDKAOG_04215	K03147	phosphomethylpyrimidine synthase [EC:4.1.99.17] 
NHBDKAOG_04217	K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15] 
NHBDKAOG_04220	K03699	putative hemolysin  
NHBDKAOG_04221	K06920	7-cyano-7-deazaguanine synthase [EC:6.3.4.20] 
NHBDKAOG_04223	K10026	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3] 
NHBDKAOG_04225	K03640	peptidoglycan-associated lipoprotein  
NHBDKAOG_04226	K03641	TolB protein  
NHBDKAOG_04285	K01154	type I restriction enzyme,
NHBDKAOG_04287	K03427	type I restriction enzyme
NHBDKAOG_04304	K03556	LuxR family transcriptional regulator,
NHBDKAOG_04307	K02030	polar amino acid transport
NHBDKAOG_04309	K02030	polar amino acid transport
NHBDKAOG_04310	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
NHBDKAOG_04311	K19055	Ala-tRNA(Pro) deacylase [EC:3.1.1.-] 
NHBDKAOG_04315	K07746	antitoxin ParD1/3/4  
NHBDKAOG_04318	K04749	anti-sigma B factor antagonist
NHBDKAOG_04319	K01214	isoamylase [EC:3.2.1.68]  
NHBDKAOG_04321	K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]
NHBDKAOG_04336	K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6] 
NHBDKAOG_04342	K06886	hemoglobin   
NHBDKAOG_04346	K01153	type I restriction enzyme,
NHBDKAOG_04347	K03427	type I restriction enzyme
NHBDKAOG_04348	K01154	type I restriction enzyme,
NHBDKAOG_04352	K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
NHBDKAOG_04354	K08086	pilus assembly protein FimV
NHBDKAOG_04355	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] 
NHBDKAOG_04356	K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85] 
NHBDKAOG_04357	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit
NHBDKAOG_04359	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit
NHBDKAOG_04362	K13924	two-component system, chemotaxis family,
NHBDKAOG_04362	K00575	chemotaxis protein methyltransferase CheR
NHBDKAOG_04373	K03427	type I restriction enzyme
NHBDKAOG_04374	K01154	type I restriction enzyme,
NHBDKAOG_04376	K01153	type I restriction enzyme,
NHBDKAOG_04381	K06400	site-specific DNA recombinase 
NHBDKAOG_04388	K07733	prophage regulatory protein 
NHBDKAOG_04391	K12279	MSHA biogenesis protein MshI
NHBDKAOG_04393	K12280	MSHA biogenesis protein MshJ
NHBDKAOG_04394	K12281	MSHA biogenesis protein MshK
NHBDKAOG_04395	K12282	MSHA biogenesis protein MshL
NHBDKAOG_04396	K12283	MSHA biogenesis protein MshM
NHBDKAOG_04397	K12284	MSHA biogenesis protein MshN
NHBDKAOG_04403	K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72] 
NHBDKAOG_04406	K01156	type III restriction enzyme
NHBDKAOG_04413	K07001	NTE family protein 
NHBDKAOG_04416	K00635	diacylglycerol O-acyltransferase / wax
NHBDKAOG_04419	K06949	ribosome biogenesis GTPase /
NHBDKAOG_04420	K01724	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96] 
NHBDKAOG_04421	K06013	STE24 endopeptidase [EC:3.4.24.84] 
NHBDKAOG_04422	K13288	oligoribonuclease [EC:3.1.-.-]  
NHBDKAOG_04424	K02909	large subunit ribosomal protein
NHBDKAOG_04425	K02967	small subunit ribosomal protein
NHBDKAOG_04426	K02357	elongation factor Ts 
NHBDKAOG_04427	K09903	uridylate kinase [EC:2.7.4.22] 
NHBDKAOG_04428	K02838	ribosome recycling factor 
NHBDKAOG_04429	K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]
NHBDKAOG_04430	K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41] 
NHBDKAOG_04431	K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267] 
NHBDKAOG_04432	K11749	regulator of sigma E
NHBDKAOG_04433	K07277	outer membrane protein insertion
NHBDKAOG_04434	K06142	outer membrane protein 
NHBDKAOG_04435	K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
NHBDKAOG_04436	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] 
NHBDKAOG_04437	K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129] 
NHBDKAOG_04438	K00748	lipid-A-disaccharide synthase [EC:2.4.1.182] 
NHBDKAOG_04439	K03470	ribonuclease HII [EC:3.1.26.4] 
NHBDKAOG_04440	K03437	RNA methyltransferase, TrmH family
NHBDKAOG_04445	K07491	putative transposase  
NHBDKAOG_04447	K07075	uncharacterized protein  
NHBDKAOG_04448	K07075	uncharacterized protein  
NHBDKAOG_04449	K07491	putative transposase  
NHBDKAOG_04458	K07337	penicillin-binding protein activator 
NHBDKAOG_04460	K09859	uncharacterized protein  
NHBDKAOG_04461	K00362	nitrite reductase (NADH) large
NHBDKAOG_04463	K20074	PPM family protein phosphatase
NHBDKAOG_04474	K09859	uncharacterized protein  
NHBDKAOG_04476	K23541	Ca2+/H+ antiporter, TMEM165/GDT1 family
NHBDKAOG_04482	K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41] 
NHBDKAOG_04485	K06911	quercetin 2,3-dioxygenase [EC:1.13.11.24] 
NHBDKAOG_04490	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]
NHBDKAOG_04495	K07043	uncharacterized protein  
NHBDKAOG_04496	K01153	type I restriction enzyme,
NHBDKAOG_04498	K01154	type I restriction enzyme,
NHBDKAOG_04501	K03427	type I restriction enzyme
NHBDKAOG_04507	K15011	two-component system, sensor histidine
NHBDKAOG_04508	K15012	two-component system, response regulator
NHBDKAOG_04509	K04762	ribosome-associated heat shock protein
NHBDKAOG_04511	K03577	TetR/AcrR family transcriptional regulator,
NHBDKAOG_04514	K18138	multidrug efflux pump 
NHBDKAOG_04519	K03502	DNA polymerase V 
NHBDKAOG_04520	K03503	DNA polymerase V [EC:3.4.21.-]
NHBDKAOG_04524	K01246	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
NHBDKAOG_04526	K07039	uncharacterized protein  
NHBDKAOG_04529	K09951	CRISPR-associated protein Cas2 
NHBDKAOG_04530	K15342	CRISP-associated protein Cas1 
NHBDKAOG_04531	K19126	CRISPR system Cascade subunit
NHBDKAOG_04532	K19125	CRISPR system Cascade subunit
NHBDKAOG_04533	K19124	CRISPR system Cascade subunit
NHBDKAOG_04534	K19046	CRISPR system Cascade subunit
NHBDKAOG_04535	K19123	CRISPR system Cascade subunit
NHBDKAOG_04536	K07012	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.-
NHBDKAOG_04539	K07659	two-component system, OmpR family,
NHBDKAOG_04540	K07638	two-component system, OmpR family,
NHBDKAOG_04542	K00287	dihydrofolate reductase [EC:1.5.1.3] 
NHBDKAOG_04543	K00560	thymidylate synthase [EC:2.1.1.45] 
NHBDKAOG_04544	K23127	cyclic-di-GMP-binding protein  
NHBDKAOG_04545	K01874	methionyl-tRNA synthetase [EC:6.1.1.10] 
NHBDKAOG_04546	K11065	thiol peroxidase, atypical 2-Cys
NHBDKAOG_04552	K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28] 
NHBDKAOG_04565	K19158	toxin YoeB [EC:3.1.-.-] 
NHBDKAOG_04566	K00311	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1] 
NHBDKAOG_04567	K19745	acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
NHBDKAOG_04571	K07263	zinc protease [EC:3.4.24.-] 
NHBDKAOG_04572	K03282	large conductance mechanosensitive channel
NHBDKAOG_04573	K14287	methionine transaminase [EC:2.6.1.88] 
NHBDKAOG_04586	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]
NHBDKAOG_04591	K09456	putative acyl-CoA dehydrogenase 
NHBDKAOG_04593	K06131	cardiolipin synthase A/B [EC:2.7.8.-]
NHBDKAOG_04595	K07497	putative transposase  
NHBDKAOG_04597	K07481	transposase, IS5 family 
NHBDKAOG_04598	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_04600	K07216	hemerythrin   
NHBDKAOG_04605	K02051	NitT/TauT family transport system
NHBDKAOG_04607	K07814	putative two-component system response
NHBDKAOG_04608	K03412	two-component system, chemotaxis family,
NHBDKAOG_04611	K02030	polar amino acid transport
NHBDKAOG_04616	K09950	uncharacterized protein  
NHBDKAOG_04617	K02004	putative ABC transport system
NHBDKAOG_04627	K07491	putative transposase  
NHBDKAOG_04633	K07010	putative glutamine amidotransferase 
NHBDKAOG_04635	K06048	glutamate---cysteine ligase / carboxylate-amine
NHBDKAOG_04640	K07090	uncharacterized protein  
NHBDKAOG_04642	K22042	ArsR family transcriptional regulator,
NHBDKAOG_04643	K07112	uncharacterized protein  
NHBDKAOG_04659	K02051	NitT/TauT family transport system
NHBDKAOG_04686	K07492	putative transposase  
NHBDKAOG_04696	K06894	alpha-2-macroglobulin   
NHBDKAOG_04697	K11206	deaminated glutathione amidase [EC:3.5.1.128]
NHBDKAOG_04698	K03568	TldD protein  
NHBDKAOG_04704	K00219	2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
NHBDKAOG_04705	K07663	two-component system, OmpR family,
NHBDKAOG_04706	K07641	two-component system, OmpR family,
NHBDKAOG_04710	K11527	two-component system, sensor histidine
NHBDKAOG_04712	K07484	transposase   
NHBDKAOG_04715	K07814	putative two-component system response
NHBDKAOG_04717	K21345	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]
NHBDKAOG_04722	K07647	two-component system, OmpR family,
NHBDKAOG_04722	K20976	histidine phosphotransfer protein HptB
NHBDKAOG_04723	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_04736	K07492	putative transposase  
NHBDKAOG_04738	K02557	chemotaxis protein MotB 
NHBDKAOG_04744	K15864	nitrite reductase (NO-forming) /
NHBDKAOG_04746	K00374	nitrate reductase gamma subunit
NHBDKAOG_04747	K00373	nitrate reductase molybdenum cofactor
NHBDKAOG_04748	K00371	nitrate reductase / nitrite
NHBDKAOG_04749	K00370	nitrate reductase / nitrite
NHBDKAOG_04750	K02575	MFS transporter, NNP family,
NHBDKAOG_04751	K02575	MFS transporter, NNP family,
NHBDKAOG_04759	K01975	RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]
NHBDKAOG_04762	K07486	transposase   
NHBDKAOG_04764	K03559	biopolymer transport protein ExbD
NHBDKAOG_04765	K03787	5'-nucleotidase [EC:3.1.3.5]  
NHBDKAOG_04766	K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77] 
NHBDKAOG_04768	K18828	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
NHBDKAOG_04769	K18829	antitoxin VapB  
NHBDKAOG_04783	K18930	D-lactate dehydrogenase  
NHBDKAOG_04785	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_04787	K03303	lactate permease  
NHBDKAOG_04788	K11711	two-component system, LuxR family,
NHBDKAOG_04788	K14986	two-component system, LuxR family,
NHBDKAOG_04789	K11712	two-component system, LuxR family,
NHBDKAOG_04789	K14987	two-component system, LuxR family,
NHBDKAOG_04789	K13041	two-component system, LuxR family,
NHBDKAOG_04790	K01817	phosphoribosylanthranilate isomerase [EC:5.3.1.24] 
NHBDKAOG_04791	K07497	putative transposase  
NHBDKAOG_04804	K09803	uncharacterized protein  
NHBDKAOG_04807	K18700	fluoroacetyl-CoA thioesterase [EC:3.1.2.29] 
NHBDKAOG_04813	K06996	uncharacterized protein  
NHBDKAOG_04818	K00569	thiopurine S-methyltransferase [EC:2.1.1.67] 
NHBDKAOG_04820	K00799	glutathione S-transferase [EC:2.5.1.18] 
NHBDKAOG_04823	K01692	enoyl-CoA hydratase [EC:4.2.1.17] 
NHBDKAOG_04827	K03566	LysR family transcriptional regulator,
NHBDKAOG_04835	K07484	transposase   
NHBDKAOG_04849	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_04850	K07497	putative transposase  
NHBDKAOG_04851	K07483	transposase   
NHBDKAOG_04854	K05301	sulfite dehydrogenase [EC:1.8.2.1] 
NHBDKAOG_04872	K07497	putative transposase  
NHBDKAOG_04875	K07075	uncharacterized protein  
NHBDKAOG_04876	K07075	uncharacterized protein  
