Orthogroup	2506520024	2687453699	2767802316	2767802455	644736333	GCA_000310125.2	GCA_003332265.1	Reactor4-bin.4	spades-bin.32
OG0000466	2506671260	PEBOPBNB_00035	GNJGOIBN_03598	NHBDKAOG_01105	MCBBHCNB_03881	lcl|AMXB01000015.1_prot_ENO81031.1_2003, lcl|AMXB01000018.1_prot_ENO80706.1_2264	BFLDHLJO_01828	CEKMHFBL_00583	BBLLADNB_00881
OG0000467	2506671265	PEBOPBNB_00797	GNJGOIBN_04283	NHBDKAOG_00438, NHBDKAOG_00743	MCBBHCNB_04576	lcl|AMXB01000008.1_prot_ENO81968.1_1196	BFLDHLJO_04037	CEKMHFBL_02514	BBLLADNB_03131
OG0000468	2506671267	PEBOPBNB_00795	GNJGOIBN_04294	NHBDKAOG_00437	MCBBHCNB_04587	lcl|AMXB01000008.1_prot_ENO81969.1_1197, lcl|AMXB01000011.1_prot_ENO81459.1_1515	BFLDHLJO_01344	CEKMHFBL_02516	BBLLADNB_03133
OG0000469	2506671273	PEBOPBNB_01373	GNJGOIBN_00966	NHBDKAOG_01345, NHBDKAOG_04154	MCBBHCNB_01243	lcl|AMXB01000017.1_prot_ENO80765.1_2162	BFLDHLJO_00257	CEKMHFBL_00966	BBLLADNB_02791
OG0000470	2506671275	PEBOPBNB_03361	GNJGOIBN_02386, GNJGOIBN_02397	NHBDKAOG_01993	MCBBHCNB_02687	lcl|AMXB01000031.1_prot_ENO77379.1_3113	BFLDHLJO_04018	CEKMHFBL_01774	BBLLADNB_03559
OG0000471	2506671280, 2506671641	PEBOPBNB_01632	GNJGOIBN_00931	NHBDKAOG_03333	MCBBHCNB_01206	lcl|AMXB01000003.1_prot_ENO82787.1_429	BFLDHLJO_02241	CEKMHFBL_02207	BBLLADNB_02244
OG0000472	2506671286	PEBOPBNB_01637	GNJGOIBN_00926	NHBDKAOG_03338, NHBDKAOG_03343	MCBBHCNB_01201	lcl|AMXB01000003.1_prot_ENO82773.1_415	BFLDHLJO_02247	CEKMHFBL_02202	BBLLADNB_02813
OG0000473	2506671311	PEBOPBNB_00986	GNJGOIBN_04158	NHBDKAOG_00562	MCBBHCNB_04446	lcl|AMXB01000051.1_prot_ENO75552.1_3861	BFLDHLJO_01910	CEKMHFBL_01391, CEKMHFBL_03493	BBLLADNB_01938
OG0000474	2506671418	PEBOPBNB_03277	GNJGOIBN_01766	NHBDKAOG_01134, NHBDKAOG_02683	MCBBHCNB_02089	lcl|AMXB01000022.1_prot_ENO79629.1_2566	BFLDHLJO_01868	CEKMHFBL_03610	BBLLADNB_02693
OG0000475	2506671432	PEBOPBNB_03042	GNJGOIBN_03056	NHBDKAOG_01426	MCBBHCNB_03330	lcl|AMXB01000016.1_prot_ENO80908.1_2101	BFLDHLJO_00668	CEKMHFBL_02838	BBLLADNB_02534, BBLLADNB_02944
OG0000476	2506671447, 2506671887	PEBOPBNB_00656	GNJGOIBN_00537	NHBDKAOG_04542	MCBBHCNB_00818	lcl|AMXB01000013.1_prot_ENO81188.1_1726	BFLDHLJO_01430	CEKMHFBL_01454	BBLLADNB_00716
OG0000477	2506671454	PEBOPBNB_02018	GNJGOIBN_03456	NHBDKAOG_01203, NHBDKAOG_01207	MCBBHCNB_03738	lcl|AMXB01000035.1_prot_ENO76940.1_3350	BFLDHLJO_00966	CEKMHFBL_02910	BBLLADNB_00089
OG0000478	2506671455	PEBOPBNB_02019	GNJGOIBN_03455	NHBDKAOG_01204, NHBDKAOG_01981	MCBBHCNB_03737	lcl|AMXB01000035.1_prot_ENO76939.1_3349	BFLDHLJO_00965	CEKMHFBL_02911	BBLLADNB_00090
OG0000479	2506671460, 2506672178	PEBOPBNB_02751	GNJGOIBN_02317	NHBDKAOG_02082	MCBBHCNB_02620	lcl|AMXB01000007.1_prot_ENO82159.1_1078	BFLDHLJO_02543	CEKMHFBL_01189	BBLLADNB_03034
OG0000480	2506671477	PEBOPBNB_03698	GNJGOIBN_01919	NHBDKAOG_02518	MCBBHCNB_02232	lcl|AMXB01000058.1_prot_ENO75228.1_3999	BFLDHLJO_00913	CEKMHFBL_00624, CEKMHFBL_01880	BBLLADNB_02551
OG0000481	2506671479	PEBOPBNB_03697	GNJGOIBN_01920	NHBDKAOG_02517	MCBBHCNB_02233	lcl|AMXB01000058.1_prot_ENO75229.1_4000	BFLDHLJO_00912, BFLDHLJO_04144	CEKMHFBL_00623	BBLLADNB_02552
OG0000482	2506671485	PEBOPBNB_00115	GNJGOIBN_03285	NHBDKAOG_00193, NHBDKAOG_02073	MCBBHCNB_03561		BFLDHLJO_00624, BFLDHLJO_04126	CEKMHFBL_03477	BBLLADNB_02641
OG0000483	2506671533, 2506671795	PEBOPBNB_03727	GNJGOIBN_01897	NHBDKAOG_02537	MCBBHCNB_02210	lcl|AMXB01000040.1_prot_ENO76364.1_3569	BFLDHLJO_03818	CEKMHFBL_00657	BBLLADNB_00690
OG0000484	2506671534, 2506671799	PEBOPBNB_03728	GNJGOIBN_01896	NHBDKAOG_02538	MCBBHCNB_02209	lcl|AMXB01000040.1_prot_ENO76366.1_3571	BFLDHLJO_03817	CEKMHFBL_00658	BBLLADNB_00691
OG0000485	2506671535	PEBOPBNB_03729	GNJGOIBN_01870, GNJGOIBN_01895	NHBDKAOG_02539	MCBBHCNB_02207	lcl|AMXB01000040.1_prot_ENO76368.1_3573	BFLDHLJO_03816	CEKMHFBL_00659	BBLLADNB_00692
OG0000486	2506671579	PEBOPBNB_02026, PEBOPBNB_02966	GNJGOIBN_02335	NHBDKAOG_03829	MCBBHCNB_02638		BFLDHLJO_02535	CEKMHFBL_01522	BBLLADNB_00097, BBLLADNB_03449
OG0000487	2506671649	PEBOPBNB_01044	GNJGOIBN_00368	NHBDKAOG_00790	MCBBHCNB_00642	lcl|AMXB01000003.1_prot_ENO82774.1_416	BFLDHLJO_01457	CEKMHFBL_00775, CEKMHFBL_02879	BBLLADNB_01320
OG0000488	2506671654	PEBOPBNB_01040	GNJGOIBN_00371	NHBDKAOG_00786	MCBBHCNB_00646	lcl|AMXB01000052.1_prot_ENO75520.1_3911, lcl|AMXB01000062.1_prot_ENO75076.1_4057	BFLDHLJO_01453	CEKMHFBL_02875	BBLLADNB_01316
OG0000489	2506671678, 2506672415	PEBOPBNB_00776	GNJGOIBN_00283	NHBDKAOG_03090	MCBBHCNB_00552	lcl|AMXB01000001.1_prot_ENO83237.1_110	BFLDHLJO_03144	CEKMHFBL_02717	BBLLADNB_00413
OG0000490	2506671687	PEBOPBNB_02977	GNJGOIBN_03180, GNJGOIBN_03401	NHBDKAOG_03734	MCBBHCNB_03684	lcl|AMXB01000001.1_prot_ENO83236.1_109	BFLDHLJO_02928	CEKMHFBL_03260	BBLLADNB_03346
OG0000491	2506671688	PEBOPBNB_02978	GNJGOIBN_03179, GNJGOIBN_03402	NHBDKAOG_03733	MCBBHCNB_03685	lcl|AMXB01000001.1_prot_ENO83235.1_108	BFLDHLJO_02927	CEKMHFBL_03259	BBLLADNB_03345
OG0000492	2506671689	PEBOPBNB_02979	GNJGOIBN_03178, GNJGOIBN_03403	NHBDKAOG_03732	MCBBHCNB_03686	lcl|AMXB01000001.1_prot_ENO83234.1_107	BFLDHLJO_02926	CEKMHFBL_03258	BBLLADNB_03344
OG0000493	2506671690	PEBOPBNB_02980	GNJGOIBN_03177, GNJGOIBN_03404	NHBDKAOG_03731	MCBBHCNB_03687	lcl|AMXB01000001.1_prot_ENO83233.1_106	BFLDHLJO_02925	CEKMHFBL_03257	BBLLADNB_03343
OG0000494	2506671721	PEBOPBNB_03255	GNJGOIBN_02952	NHBDKAOG_01530	MCBBHCNB_03222	lcl|AMXB01000010.1_prot_ENO81702.1_1470	BFLDHLJO_01892	CEKMHFBL_00249, CEKMHFBL_01792	BBLLADNB_01775
OG0000495	2506671740	PEBOPBNB_01504	GNJGOIBN_01988	NHBDKAOG_03021	MCBBHCNB_02301	lcl|AMXB01000039.1_prot_ENO76434.1_3510, lcl|AMXB01000065.1_prot_ENO74958.1_4095	BFLDHLJO_02163	CEKMHFBL_00676	BBLLADNB_03208
OG0000496	2506671765	PEBOPBNB_02611	GNJGOIBN_02654	NHBDKAOG_03033, NHBDKAOG_04828	MCBBHCNB_02918	lcl|AMXB01000010.1_prot_ENO81613.1_1381, lcl|AMXB01000032.1_prot_ENO77276.1_3210	BFLDHLJO_01617	CEKMHFBL_00851	
OG0000497	2506671791	PEBOPBNB_00310	GNJGOIBN_02029, GNJGOIBN_02051	NHBDKAOG_02421	MCBBHCNB_02352		BFLDHLJO_00080	CEKMHFBL_00138, CEKMHFBL_01083	BBLLADNB_00935
OG0000498	2506671796	PEBOPBNB_01025	GNJGOIBN_04211	NHBDKAOG_03802	MCBBHCNB_04497	lcl|AMXB01000011.1_prot_ENO81538.1_1594, lcl|AMXB01000014.1_prot_ENO81085.1_1849	BFLDHLJO_01949	CEKMHFBL_02297	BBLLADNB_02867
OG0000499	2506671812	PEBOPBNB_03362	GNJGOIBN_02385, GNJGOIBN_02396	NHBDKAOG_01994	MCBBHCNB_02686	lcl|AMXB01000027.1_prot_ENO78269.1_2905	BFLDHLJO_04017	CEKMHFBL_01775	BBLLADNB_03560
OG0000500	2506671823	PEBOPBNB_01811	GNJGOIBN_00799, GNJGOIBN_00830	NHBDKAOG_03056	MCBBHCNB_01079	lcl|AMXB01000013.1_prot_ENO81272.1_1810	BFLDHLJO_03287	CEKMHFBL_02107	BBLLADNB_03832
OG0000501	2506671824	PEBOPBNB_02215	GNJGOIBN_00466	NHBDKAOG_00946	MCBBHCNB_00743	lcl|AMXB01000013.1_prot_ENO81271.1_1809, lcl|AMXB01000013.1_prot_ENO81280.1_1818	BFLDHLJO_03973	CEKMHFBL_01938	BBLLADNB_01157
OG0000502	2506671845	PEBOPBNB_02030	GNJGOIBN_01961	NHBDKAOG_01765	MCBBHCNB_02274	lcl|AMXB01000003.1_prot_ENO82839.1_481, lcl|AMXB01000003.1_prot_ENO82840.1_482	BFLDHLJO_00955	CEKMHFBL_03703	BBLLADNB_00101
OG0000503	2506671850	PEBOPBNB_02123	GNJGOIBN_01950	NHBDKAOG_02797, NHBDKAOG_02802	MCBBHCNB_02263	lcl|AMXB01000013.1_prot_ENO81239.1_1777	BFLDHLJO_02703	CEKMHFBL_04108	BBLLADNB_03293
OG0000504	2506671852	PEBOPBNB_02125	GNJGOIBN_01952	NHBDKAOG_01035, NHBDKAOG_02804	MCBBHCNB_02265	lcl|AMXB01000008.1_prot_ENO81947.1_1175	BFLDHLJO_02705	CEKMHFBL_04110	BBLLADNB_03295
OG0000505	2506671857, 2506672347	PEBOPBNB_00428	GNJGOIBN_04040	NHBDKAOG_00680	MCBBHCNB_04303	lcl|AMXB01000005.1_prot_ENO82379.1_674	BFLDHLJO_03427	CEKMHFBL_00978	BBLLADNB_03864
OG0000506	2506671863	PEBOPBNB_01921	GNJGOIBN_03697	NHBDKAOG_01753	MCBBHCNB_03985	lcl|AMXB01000011.1_prot_ENO81552.1_1608	BFLDHLJO_02081, BFLDHLJO_02889	CEKMHFBL_00228	BBLLADNB_01306
OG0000507	2506671874	PEBOPBNB_01926	GNJGOIBN_01234, GNJGOIBN_01238	NHBDKAOG_01758	MCBBHCNB_01504	lcl|AMXB01000011.1_prot_ENO81547.1_1603	BFLDHLJO_02089	CEKMHFBL_02941	BBLLADNB_01311
OG0000508	2506671875	PEBOPBNB_01927	GNJGOIBN_01235, GNJGOIBN_01239	NHBDKAOG_02066	MCBBHCNB_01505	lcl|AMXB01000011.1_prot_ENO81546.1_1602	BFLDHLJO_02090	CEKMHFBL_02942	BBLLADNB_01312
OG0000509	2506671876	PEBOPBNB_01928	GNJGOIBN_01236, GNJGOIBN_01240	NHBDKAOG_02065	MCBBHCNB_01506	lcl|AMXB01000011.1_prot_ENO81545.1_1601	BFLDHLJO_02091	CEKMHFBL_02943	BBLLADNB_01313
OG0000510	2506671877	PEBOPBNB_01929	GNJGOIBN_01237, GNJGOIBN_01241	NHBDKAOG_02064	MCBBHCNB_01507	lcl|AMXB01000011.1_prot_ENO81544.1_1600	BFLDHLJO_02092	CEKMHFBL_02944	BBLLADNB_01314
OG0000511	2506671888	PEBOPBNB_02840	GNJGOIBN_02085	NHBDKAOG_02344	MCBBHCNB_02390	lcl|AMXB01000006.1_prot_ENO82215.1_819, lcl|AMXB01000012.1_prot_ENO81415.1_1718	BFLDHLJO_00885	CEKMHFBL_00756	BBLLADNB_01216
OG0000512	2506671902	PEBOPBNB_01428	GNJGOIBN_01458	NHBDKAOG_02855	MCBBHCNB_01765	lcl|AMXB01000013.1_prot_ENO81218.1_1756	BFLDHLJO_00311	CEKMHFBL_01261, CEKMHFBL_03204	BBLLADNB_00582
OG0000513	2506671903	PEBOPBNB_01429	GNJGOIBN_01459	NHBDKAOG_02854	MCBBHCNB_01766	lcl|AMXB01000013.1_prot_ENO81219.1_1757	BFLDHLJO_00312	CEKMHFBL_01260, CEKMHFBL_03205	BBLLADNB_00581
OG0000514	2506671904	PEBOPBNB_01430	GNJGOIBN_01460	NHBDKAOG_02853	MCBBHCNB_01767	lcl|AMXB01000013.1_prot_ENO81220.1_1758	BFLDHLJO_00313	CEKMHFBL_01259, CEKMHFBL_03206	BBLLADNB_00580
OG0000515	2506671905	PEBOPBNB_01431	GNJGOIBN_01461	NHBDKAOG_02852	MCBBHCNB_01768	lcl|AMXB01000013.1_prot_ENO81221.1_1759	BFLDHLJO_00314	CEKMHFBL_01258, CEKMHFBL_03207	BBLLADNB_00579
OG0000516	2506671906	PEBOPBNB_01432	GNJGOIBN_01462	NHBDKAOG_02851	MCBBHCNB_01769	lcl|AMXB01000013.1_prot_ENO81222.1_1760	BFLDHLJO_00315	CEKMHFBL_01257, CEKMHFBL_03208	BBLLADNB_00578
OG0000517	2506671909	PEBOPBNB_01435	GNJGOIBN_01465	NHBDKAOG_02848	MCBBHCNB_01772	lcl|AMXB01000013.1_prot_ENO81225.1_1763	BFLDHLJO_00318	CEKMHFBL_01254, CEKMHFBL_03211	BBLLADNB_00575
OG0000518	2506671910	PEBOPBNB_01436	GNJGOIBN_01466	NHBDKAOG_02847	MCBBHCNB_01773	lcl|AMXB01000013.1_prot_ENO81226.1_1764	BFLDHLJO_00320	CEKMHFBL_01253, CEKMHFBL_03212	BBLLADNB_00574
OG0000519	2506671911	PEBOPBNB_01437	GNJGOIBN_01467	NHBDKAOG_02846	MCBBHCNB_01774	lcl|AMXB01000013.1_prot_ENO81227.1_1765	BFLDHLJO_00321	CEKMHFBL_01252, CEKMHFBL_03213	BBLLADNB_00573
OG0000520	2506671912	PEBOPBNB_01438	GNJGOIBN_01468	NHBDKAOG_00588	MCBBHCNB_01775	lcl|AMXB01000013.1_prot_ENO81228.1_1766	BFLDHLJO_00322	CEKMHFBL_02722, CEKMHFBL_03214	BBLLADNB_00572
OG0000521	2506671933	PEBOPBNB_00998	GNJGOIBN_04168	NHBDKAOG_00540, NHBDKAOG_01196	MCBBHCNB_04456	lcl|AMXB01000034.1_prot_ENO77049.1_3284	BFLDHLJO_01923	CEKMHFBL_03089	BBLLADNB_01926
OG0000522	2506671940	PEBOPBNB_03312	GNJGOIBN_03011, GNJGOIBN_03021	NHBDKAOG_01441	MCBBHCNB_03295	lcl|AMXB01000010.1_prot_ENO81683.1_1451	BFLDHLJO_02799	CEKMHFBL_01798	BBLLADNB_02256
OG0000523	2506671941	PEBOPBNB_03313	GNJGOIBN_03012, GNJGOIBN_03022	NHBDKAOG_01440	MCBBHCNB_03296	lcl|AMXB01000010.1_prot_ENO81682.1_1450	BFLDHLJO_02800	CEKMHFBL_01799	BBLLADNB_02255
OG0000524	2506671942	PEBOPBNB_03314	GNJGOIBN_03013, GNJGOIBN_03023	NHBDKAOG_01439	MCBBHCNB_03297	lcl|AMXB01000010.1_prot_ENO81681.1_1449	BFLDHLJO_02801	CEKMHFBL_01800	BBLLADNB_02254
OG0000525	2506671943	PEBOPBNB_03315	GNJGOIBN_03014, GNJGOIBN_03024	NHBDKAOG_01438	MCBBHCNB_03298	lcl|AMXB01000010.1_prot_ENO81680.1_1448	BFLDHLJO_02802	CEKMHFBL_01801	BBLLADNB_02253
OG0000526	2506671944	PEBOPBNB_03316	GNJGOIBN_03015, GNJGOIBN_03034	NHBDKAOG_01437	MCBBHCNB_03308	lcl|AMXB01000010.1_prot_ENO81679.1_1447	BFLDHLJO_02803	CEKMHFBL_01802	BBLLADNB_02252
OG0000527	2506671945	PEBOPBNB_03317	GNJGOIBN_03016, GNJGOIBN_03035	NHBDKAOG_01436	MCBBHCNB_03309	lcl|AMXB01000010.1_prot_ENO81678.1_1446	BFLDHLJO_02804	CEKMHFBL_01803	BBLLADNB_02251
OG0000528	2506671946	PEBOPBNB_03318	GNJGOIBN_03017, GNJGOIBN_03036	NHBDKAOG_01435	MCBBHCNB_03310	lcl|AMXB01000010.1_prot_ENO81677.1_1445	BFLDHLJO_02805	CEKMHFBL_01804	BBLLADNB_02250
OG0000529	2506671950	PEBOPBNB_00418	GNJGOIBN_04006	NHBDKAOG_00689	MCBBHCNB_04291	lcl|AMXB01000005.1_prot_ENO82498.1_793, lcl|AMXB01000010.1_prot_ENO81674.1_1442	BFLDHLJO_03437	CEKMHFBL_00969, CEKMHFBL_04269	
OG0000530	2506671967	PEBOPBNB_00191, PEBOPBNB_00199	GNJGOIBN_01026	NHBDKAOG_03210	MCBBHCNB_01304		BFLDHLJO_03527	CEKMHFBL_03099	BBLLADNB_00495, BBLLADNB_02488
OG0000531	2506671969	PEBOPBNB_00193	GNJGOIBN_01024	NHBDKAOG_03212	MCBBHCNB_01302	lcl|AMXB01000029.1_prot_ENO77748.1_3005	BFLDHLJO_03525	CEKMHFBL_03101, CEKMHFBL_03498	BBLLADNB_00493
OG0000532	2506671990	PEBOPBNB_00204	GNJGOIBN_01010	NHBDKAOG_03230	MCBBHCNB_01288	lcl|AMXB01000006.1_prot_ENO82340.1_944, lcl|AMXB01000025.1_prot_ENO78711.1_2736	BFLDHLJO_00201	CEKMHFBL_02023	BBLLADNB_02493
OG0000533	2506671994	PEBOPBNB_00205	GNJGOIBN_01007	NHBDKAOG_03233	MCBBHCNB_01285	lcl|AMXB01000016.1_prot_ENO80841.1_2034	BFLDHLJO_00199	CEKMHFBL_02020	BBLLADNB_02494, BBLLADNB_03503
OG0000534	2506672004	PEBOPBNB_03063	GNJGOIBN_02358	NHBDKAOG_01475, NHBDKAOG_01558	MCBBHCNB_02660	lcl|AMXB01000029.1_prot_ENO77791.1_3048	BFLDHLJO_02573	CEKMHFBL_01898	BBLLADNB_03093
OG0000535	2506672035	PEBOPBNB_02588	GNJGOIBN_02329	NHBDKAOG_02237, NHBDKAOG_03190	MCBBHCNB_02632	lcl|AMXB01000029.1_prot_ENO77758.1_3015	BFLDHLJO_00942	CEKMHFBL_03114	BBLLADNB_01338
OG0000536	2506672059	PEBOPBNB_03690	GNJGOIBN_01927	NHBDKAOG_02510	MCBBHCNB_02240	lcl|AMXB01000020.1_prot_ENO80566.1_2448, lcl|AMXB01000027.1_prot_ENO78228.1_2864	BFLDHLJO_00905	CEKMHFBL_00616	BBLLADNB_03851
OG0000537	2506672069	PEBOPBNB_03364	GNJGOIBN_02383, GNJGOIBN_02394	NHBDKAOG_01996	MCBBHCNB_02684	lcl|AMXB01000003.1_prot_ENO82790.1_432	BFLDHLJO_03863, BFLDHLJO_04015	CEKMHFBL_01777	
OG0000538	2506672070	PEBOPBNB_03367	GNJGOIBN_02380, GNJGOIBN_02391	NHBDKAOG_01997	MCBBHCNB_02681	lcl|AMXB01000027.1_prot_ENO78262.1_2898	BFLDHLJO_03866	CEKMHFBL_01780	BBLLADNB_03894
OG0000539	2506672176	PEBOPBNB_01960	GNJGOIBN_01571	NHBDKAOG_01189, NHBDKAOG_02784	MCBBHCNB_01877	lcl|AMXB01000048.1_prot_ENO75736.1_3786	BFLDHLJO_01018	CEKMHFBL_01683	BBLLADNB_03800
OG0000540	2506672184	PEBOPBNB_01700	GNJGOIBN_01228	NHBDKAOG_04359	MCBBHCNB_01498	lcl|AMXB01000002.1_prot_ENO82985.1_245	BFLDHLJO_01235	CEKMHFBL_00157, CEKMHFBL_00392	BBLLADNB_00030
OG0000541	2506672186	PEBOPBNB_01702	GNJGOIBN_01227	NHBDKAOG_04357	MCBBHCNB_01497	lcl|AMXB01000002.1_prot_ENO82983.1_243	BFLDHLJO_01233	CEKMHFBL_00155, CEKMHFBL_00391	BBLLADNB_00032
OG0000542	2506672223	PEBOPBNB_01231	GNJGOIBN_00489	NHBDKAOG_03833	MCBBHCNB_00766	lcl|AMXB01000022.1_prot_ENO79646.1_2583	BFLDHLJO_00401, BFLDHLJO_00712	CEKMHFBL_00696	BBLLADNB_00524
OG0000543	2506672226	PEBOPBNB_01228	GNJGOIBN_00487	NHBDKAOG_03204, NHBDKAOG_03836	MCBBHCNB_00764	lcl|AMXB01000002.1_prot_ENO82966.1_226	BFLDHLJO_00398	CEKMHFBL_00699	BBLLADNB_00527
OG0000544	2506672229	PEBOPBNB_01225	GNJGOIBN_00485	NHBDKAOG_03838	MCBBHCNB_00762	lcl|AMXB01000002.1_prot_ENO82965.1_225	BFLDHLJO_00397	CEKMHFBL_00701	BBLLADNB_00530, BBLLADNB_02832
OG0000545	2506672248	PEBOPBNB_00318	GNJGOIBN_03741	NHBDKAOG_00892	MCBBHCNB_04028	lcl|AMXB01000040.1_prot_ENO76350.1_3555, lcl|AMXB01000047.1_prot_ENO75812.1_3771	BFLDHLJO_00073	CEKMHFBL_00118	BBLLADNB_00945
OG0000546	2506672252	PEBOPBNB_00322	GNJGOIBN_03745	NHBDKAOG_00888	MCBBHCNB_04032	lcl|AMXB01000040.1_prot_ENO76347.1_3552, lcl|AMXB01000065.1_prot_ENO74950.1_4087	BFLDHLJO_00069	CEKMHFBL_00122	BBLLADNB_00949
OG0000547	2506672253	PEBOPBNB_00323	GNJGOIBN_03746	NHBDKAOG_00887, NHBDKAOG_02207	MCBBHCNB_04033	lcl|AMXB01000040.1_prot_ENO76346.1_3551	BFLDHLJO_00068	CEKMHFBL_00123	BBLLADNB_00950
OG0000548	2506672284, 2506672711	PEBOPBNB_03506	GNJGOIBN_03072	NHBDKAOG_00444	MCBBHCNB_03347	lcl|AMXB01000010.1_prot_ENO81717.1_1485	BFLDHLJO_01962	CEKMHFBL_02421	BBLLADNB_01646
OG0000549	2506672289	PEBOPBNB_00823	GNJGOIBN_00555, GNJGOIBN_00573	NHBDKAOG_03724	MCBBHCNB_00845	lcl|AMXB01000010.1_prot_ENO81720.1_1488	BFLDHLJO_01336	CEKMHFBL_00952	BBLLADNB_03695
OG0000550	2506672290	PEBOPBNB_00824	GNJGOIBN_00556, GNJGOIBN_00574	NHBDKAOG_03723	MCBBHCNB_00846	lcl|AMXB01000010.1_prot_ENO81721.1_1489	BFLDHLJO_01335	CEKMHFBL_00953	BBLLADNB_03694
OG0000551	2506672312	PEBOPBNB_01102	GNJGOIBN_00438	NHBDKAOG_00884, NHBDKAOG_03011	MCBBHCNB_00715	lcl|AMXB01000010.1_prot_ENO81723.1_1491	BFLDHLJO_01509	CEKMHFBL_02622	BBLLADNB_01873
OG0000552	2506672334	PEBOPBNB_00678	GNJGOIBN_00545, GNJGOIBN_00568	NHBDKAOG_03729	MCBBHCNB_00840	lcl|AMXB01000004.1_prot_ENO82626.1_585	BFLDHLJO_03104	CEKMHFBL_00943	BBLLADNB_00738
OG0000553	2506672335	PEBOPBNB_00679	GNJGOIBN_00546, GNJGOIBN_00569	NHBDKAOG_03728	MCBBHCNB_00841	lcl|AMXB01000004.1_prot_ENO82627.1_586	BFLDHLJO_03105	CEKMHFBL_00944	BBLLADNB_00739
OG0000554	2506672337	PEBOPBNB_00680	GNJGOIBN_00548, GNJGOIBN_00571	NHBDKAOG_03726	MCBBHCNB_00843	lcl|AMXB01000004.1_prot_ENO82628.1_587	BFLDHLJO_03106	CEKMHFBL_00946	BBLLADNB_03576
OG0000555	2506672338	PEBOPBNB_00681	GNJGOIBN_00549, GNJGOIBN_00572	NHBDKAOG_03725	MCBBHCNB_00844	lcl|AMXB01000004.1_prot_ENO82629.1_588	BFLDHLJO_03107	CEKMHFBL_00947	BBLLADNB_03575
OG0000556	2506672351	PEBOPBNB_03110	GNJGOIBN_02403	NHBDKAOG_01990	MCBBHCNB_02693	lcl|AMXB01000075.1_prot_ENO74650.1_4202, lcl|AMXB01000087.1_prot_ENO74492.1_4245	BFLDHLJO_02018	CEKMHFBL_00715	BBLLADNB_03040
OG0000557	2506672363	PEBOPBNB_01554	GNJGOIBN_03846	NHBDKAOG_00818	MCBBHCNB_04123	lcl|AMXB01000052.1_prot_ENO75512.1_3903	BFLDHLJO_03413, BFLDHLJO_03490	CEKMHFBL_00056	BBLLADNB_02635
OG0000558	2506672370	PEBOPBNB_01561	GNJGOIBN_03839	NHBDKAOG_00825	MCBBHCNB_04116	lcl|AMXB01000017.1_prot_ENO80770.1_2167, lcl|AMXB01000042.1_prot_ENO76227.1_3644	BFLDHLJO_03497	CEKMHFBL_00063	BBLLADNB_03683
OG0000559	2506672371	PEBOPBNB_01562	GNJGOIBN_03838	NHBDKAOG_00826	MCBBHCNB_04115	lcl|AMXB01000017.1_prot_ENO80769.1_2166, lcl|AMXB01000042.1_prot_ENO76226.1_3643	BFLDHLJO_03498	CEKMHFBL_00064	BBLLADNB_03684
OG0000560	2506672401	PEBOPBNB_01656	GNJGOIBN_00910	NHBDKAOG_01978	MCBBHCNB_01184	lcl|AMXB01000015.1_prot_ENO81036.1_2008, lcl|AMXB01000015.1_prot_ENO81037.1_2009	BFLDHLJO_02266	CEKMHFBL_02140	BBLLADNB_01917
OG0000561	2506672426	PEBOPBNB_00708	GNJGOIBN_00270	NHBDKAOG_01647	MCBBHCNB_00539	lcl|AMXB01000011.1_prot_ENO81502.1_1558, lcl|AMXB01000013.1_prot_ENO81248.1_1786	BFLDHLJO_03158	CEKMHFBL_01944	BBLLADNB_01141
OG0000562	2506672443	PEBOPBNB_03359	GNJGOIBN_02387, GNJGOIBN_02399	NHBDKAOG_01992	MCBBHCNB_02689		BFLDHLJO_03586, BFLDHLJO_04020	CEKMHFBL_01773	BBLLADNB_03557
OG0000563	2506672458	PEBOPBNB_02098	GNJGOIBN_01935	NHBDKAOG_03605	MCBBHCNB_02248	lcl|AMXB01000026.1_prot_ENO78510.1_2853	BFLDHLJO_02313	CEKMHFBL_01725	BBLLADNB_00401, BBLLADNB_01859
OG0000564	2506672459	PEBOPBNB_02097	GNJGOIBN_01934	NHBDKAOG_02753, NHBDKAOG_03606	MCBBHCNB_02247		BFLDHLJO_02312	CEKMHFBL_01724	BBLLADNB_00400, BBLLADNB_01860
OG0000565	2506672484	PEBOPBNB_00177	GNJGOIBN_01046	NHBDKAOG_03638	MCBBHCNB_01324	lcl|AMXB01000001.1_prot_ENO83128.1_1, lcl|AMXB01000007.1_prot_ENO82170.1_1089	BFLDHLJO_03543	CEKMHFBL_01629	BBLLADNB_00508
OG0000566	2506672485	PEBOPBNB_00176	GNJGOIBN_01047	NHBDKAOG_03639	MCBBHCNB_01325	lcl|AMXB01000001.1_prot_ENO83129.1_2, lcl|AMXB01000007.1_prot_ENO82169.1_1088	BFLDHLJO_03544	CEKMHFBL_01630	BBLLADNB_00509
OG0000567	2506672518	PEBOPBNB_02080	GNJGOIBN_02795	NHBDKAOG_01595, NHBDKAOG_04462	MCBBHCNB_03062	lcl|AMXB01000034.1_prot_ENO77067.1_3302	BFLDHLJO_02762	CEKMHFBL_01431	BBLLADNB_01729
